timestamp,open,high,low,close,volume
2025-01-02 09:00:00,187.936,188.104,187.881,188.0,397
2025-01-02 09:05:00,187.991,188.137,187.803,188.039,63
2025-01-02 09:10:00,188.113,188.254,188.028,188.098,344
2025-01-02 09:15:00,187.964,188.088,187.945,187.993,414
2025-01-02 09:20:00,188.062,188.222,187.966,188.131,278
2025-01-02 09:25:00,188.136,188.285,187.877,188.095,112
2025-01-02 09:30:00,187.823,187.927,187.641,187.888,296
2025-01-02 09:35:00,188.097,188.166,187.956,188.031,139
2025-01-02 09:40:00,188.095,188.214,187.955,188.094,59
2025-01-02 09:45:00,188.12,188.286,187.861,188.027,288
2025-01-02 09:50:00,188.025,188.188,187.891,188.077,186
2025-01-02 09:55:00,188.091,188.236,188.008,188.171,105
2025-01-02 10:00:00,188.097,188.363,187.893,188.129,481
2025-01-02 10:05:00,188.256,188.529,188.07,188.291,209
2025-01-02 10:10:00,188.129,188.227,187.984,188.184,90
2025-01-02 10:15:00,188.212,188.286,188.194,188.244,76
2025-01-02 10:20:00,188.124,188.302,187.966,188.167,314
2025-01-02 10:25:00,187.952,188.102,187.809,187.966,370
2025-01-02 10:30:00,187.681,187.799,187.463,187.681,281
2025-01-02 10:35:00,187.741,187.944,187.561,187.734,454
2025-01-02 10:40:00,187.749,187.865,187.739,187.766,192
2025-01-02 10:45:00,187.71,187.959,187.574,187.744,499
2025-01-02 10:50:00,187.799,187.979,187.566,187.769,128
2025-01-02 10:55:00,187.756,187.996,187.679,187.768,461
2025-01-02 11:00:00,187.609,187.659,187.42,187.624,320
2025-01-02 11:05:00,187.669,187.802,187.583,187.672,280
2025-01-02 11:10:00,187.546,187.718,187.395,187.536,230
2025-01-02 11:15:00,187.511,187.725,187.239,187.468,174
2025-01-02 11:20:00,187.522,187.739,187.468,187.524,389
2025-01-02 11:25:00,187.648,187.785,187.508,187.647,455
2025-01-02 11:30:00,187.668,187.896,187.63,187.718,165
2025-01-02 11:35:00,187.683,187.761,187.554,187.67,68
2025-01-02 11:40:00,187.97,188.184,187.883,187.955,102
2025-01-02 11:45:00,188.063,188.219,187.989,188.072,343
2025-01-02 11:50:00,188.131,188.265,187.9,188.121,271
2025-01-02 11:55:00,188.131,188.194,187.976,188.069,134
2025-01-02 12:00:00,188.022,188.211,187.808,188.048,464
2025-01-02 12:05:00,187.883,187.984,187.726,187.937,448
2025-01-02 12:10:00,187.975,188.194,187.882,187.971,221
2025-01-02 12:15:00,188.018,188.108,187.915,188.041,309
2025-01-02 12:20:00,188.052,188.23,187.801,188.008,360
2025-01-02 12:25:00,188.166,188.312,187.937,188.11,360
2025-01-02 12:30:00,188.006,188.162,187.916,187.934,177
2025-01-02 12:35:00,187.811,187.905,187.686,187.88,183
2025-01-02 12:40:00,187.595,187.802,187.393,187.73,321
2025-01-02 12:45:00,187.519,187.621,187.377,187.529,74
2025-01-02 12:50:00,187.565,187.593,187.352,187.534,149
2025-01-02 12:55:00,187.515,187.737,187.389,187.583,362
2025-01-02 13:00:00,187.65,187.941,187.601,187.722,223
2025-01-02 13:05:00,187.788,187.993,187.577,187.815,117
2025-01-02 13:10:00,187.818,187.919,187.695,187.802,423
2025-01-02 13:15:00,187.591,187.664,187.394,187.48,219
2025-01-02 13:20:00,187.583,187.719,187.464,187.588,215
2025-01-02 13:25:00,187.567,187.763,187.357,187.558,65
2025-01-02 13:30:00,187.783,187.925,187.724,187.744,75
2025-01-02 13:35:00,187.608,187.737,187.442,187.683,82
2025-01-02 13:40:00,187.735,187.834,187.636,187.794,335
2025-01-02 13:45:00,187.744,187.978,187.51,187.748,114
2025-01-02 13:50:00,187.78,187.956,187.574,187.794,467
2025-01-02 13:55:00,187.87,188.048,187.738,187.943,461
2025-01-02 14:00:00,187.874,188.056,187.757,187.788,326
2025-01-02 14:05:00,187.708,187.75,187.492,187.648,59
2025-01-02 14:10:00,187.538,187.633,187.334,187.536,57
2025-01-02 14:15:00,187.493,187.529,187.399,187.512,307
2025-01-02 14:20:00,187.461,187.579,187.364,187.407,198
2025-01-02 14:25:00,187.292,187.345,187.22,187.278,109
2025-01-02 14:30:00,187.423,187.515,187.412,187.465,159
2025-01-02 14:35:00,187.255,187.496,187.034,187.415,145
2025-01-02 14:40:00,187.217,187.414,187.171,187.259,309
2025-01-02 14:45:00,187.473,187.497,187.207,187.412,299
2025-01-02 14:50:00,187.182,187.224,186.944,187.161,287
2025-01-02 14:55:00,187.055,187.163,186.837,187.024,337
2025-01-02 15:00:00,187.267,187.407,187.028,187.279,185
2025-01-02 15:05:00,187.294,187.412,187.187,187.229,132
2025-01-02 15:10:00,187.415,187.563,187.226,187.301,94
2025-01-02 15:15:00,187.222,187.427,187.107,187.354,398
2025-01-02 15:20:00,187.321,187.471,187.125,187.398,78
2025-01-02 15:25:00,187.57,187.683,187.282,187.484,268
2025-01-02 15:30:00,187.373,187.52,187.248,187.263,154
2025-01-02 15:35:00,187.226,187.468,187.163,187.234,205
2025-01-02 15:40:00,187.461,187.635,187.298,187.39,85
2025-01-02 15:45:00,187.549,187.693,187.395,187.543,153
2025-01-02 15:50:00,187.611,187.816,187.401,187.63,278
2025-01-02 15:55:00,187.597,187.793,187.382,187.532,322
2025-01-02 16:00:00,187.4,187.638,187.303,187.364,85
2025-01-02 16:05:00,187.323,187.603,187.12,187.397,65
2025-01-02 16:10:00,187.732,187.797,187.559,187.695,261
2025-01-02 16:15:00,187.64,187.725,187.456,187.694,240
2025-01-02 16:20:00,187.76,187.996,187.689,187.725,353
2025-01-02 16:25:00,187.731,187.965,187.631,187.777,210
2025-01-02 16:30:00,187.709,187.769,187.606,187.684,318
2025-01-02 16:35:00,187.709,187.829,187.483,187.719,368
2025-01-02 16:40:00,187.818,187.949,187.67,187.906,378
2025-01-02 16:45:00,188.237,188.302,188.143,188.158,283
2025-01-02 16:50:00,188.109,188.163,188.056,188.151,72
2025-01-02 16:55:00,188.213,188.334,188.09,188.225,173
2025-01-02 17:00:00,188.046,188.079,187.836,188.023,324
2025-01-02 17:05:00,187.864,188.015,187.659,187.835,447
2025-01-02 17:10:00,188.003,188.025,187.805,187.951,398
2025-01-02 17:15:00,188.112,188.339,187.928,188.135,231
2025-01-02 17:20:00,188.019,188.247,187.918,188.101,382
2025-01-02 17:25:00,187.996,188.079,187.793,188.019,321
2025-01-02 17:30:00,188.058,188.15,187.888,187.985,287
2025-01-02 17:35:00,188.099,188.17,187.982,188.121,253
2025-01-02 17:40:00,188.136,188.333,187.952,188.192,384
2025-01-02 17:45:00,188.326,188.391,188.282,188.338,330
2025-01-02 17:50:00,188.194,188.236,187.991,188.216,107
2025-01-02 17:55:00,188.214,188.47,188.137,188.285,410
2025-01-02 18:00:00,188.054,188.176,187.825,187.966,284
2025-01-02 18:05:00,187.736,187.978,187.587,187.814,482
2025-01-02 18:10:00,187.807,188.005,187.601,187.783,403
2025-01-02 18:15:00,187.853,187.879,187.728,187.826,93
2025-01-02 18:20:00,187.876,188.027,187.647,187.892,103
2025-01-02 18:25:00,188.133,188.248,188.057,188.126,73
2025-01-02 18:30:00,187.875,187.988,187.796,187.867,110
2025-01-02 18:35:00,187.741,187.91,187.601,187.876,368
2025-01-02 18:40:00,187.935,188.124,187.729,187.934,236
2025-01-02 18:45:00,188.006,188.063,187.893,188.002,157
2025-01-02 18:50:00,187.989,188.087,187.754,188.007,308
2025-01-02 18:55:00,187.702,187.951,187.684,187.812,262
2025-01-02 19:00:00,187.707,187.797,187.537,187.653,204
2025-01-02 19:05:00,187.497,187.82,187.405,187.628,458
2025-01-02 19:10:00,187.639,187.864,187.429,187.68,138
2025-01-02 19:15:00,187.588,187.798,187.362,187.625,368
2025-01-02 19:20:00,187.615,187.692,187.442,187.58,241
2025-01-02 19:25:00,187.537,187.62,187.433,187.551,204
2025-01-02 19:30:00,187.628,187.924,187.535,187.703,385
2025-01-02 19:35:00,187.512,187.671,187.326,187.549,77
2025-01-02 19:40:00,187.714,187.774,187.591,187.727,369
2025-01-02 19:45:00,187.71,187.725,187.545,187.672,208
2025-01-02 19:50:00,187.672,187.853,187.581,187.624,221
2025-01-02 19:55:00,187.51,187.632,187.39,187.528,448
2025-01-02 20:00:00,187.462,187.596,187.372,187.521,310
2025-01-02 20:05:00,187.594,187.636,187.416,187.549,75
2025-01-02 20:10:00,187.518,187.812,187.448,187.572,62
2025-01-02 20:15:00,187.61,187.697,187.346,187.52,281
2025-01-02 20:20:00,187.588,187.825,187.438,187.573,393
2025-01-02 20:25:00,187.602,187.808,187.546,187.658,68
