timestamp,open,high,low,close,volume
2025-01-02 09:00:00,150.034,150.045,149.94,150.0,198
2025-01-02 09:01:00,149.878,149.986,149.812,149.917,499
2025-01-02 09:02:00,149.959,149.996,149.866,149.969,483
2025-01-02 09:03:00,149.989,150.016,149.895,149.968,385
2025-01-02 09:04:00,149.951,150.003,149.852,149.933,180
2025-01-02 09:05:00,149.928,149.982,149.892,149.942,195
2025-01-02 09:06:00,149.917,150.025,149.834,149.947,276
2025-01-02 09:07:00,149.916,150.014,149.844,149.904,141
2025-01-02 09:08:00,149.894,149.91,149.86,149.87,137
2025-01-02 09:09:00,149.736,149.791,149.654,149.737,285
2025-01-02 09:10:00,149.755,149.851,149.684,149.742,131
2025-01-02 09:11:00,149.84,149.873,149.743,149.805,336
2025-01-02 09:12:00,149.856,149.873,149.84,149.853,395
2025-01-02 09:13:00,149.791,149.818,149.748,149.768,163
2025-01-02 09:14:00,149.74,149.763,149.686,149.742,354
2025-01-02 09:15:00,149.734,149.796,149.668,149.759,255
2025-01-02 09:16:00,149.788,149.872,149.691,149.747,298
2025-01-02 09:17:00,149.723,149.785,149.641,149.748,443
2025-01-02 09:18:00,149.749,149.816,149.699,149.77,378
2025-01-02 09:19:00,149.77,149.8,149.678,149.755,308
2025-01-02 09:20:00,149.735,149.841,149.705,149.748,132
2025-01-02 09:21:00,149.747,149.803,149.715,149.739,224
2025-01-02 09:22:00,149.735,149.774,149.618,149.715,128
2025-01-02 09:23:00,149.703,149.745,149.669,149.707,333
2025-01-02 09:24:00,149.659,149.7,149.614,149.685,488
2025-01-02 09:25:00,149.65,149.762,149.586,149.671,183
2025-01-02 09:26:00,149.511,149.605,149.436,149.508,278
2025-01-02 09:27:00,149.547,149.611,149.519,149.535,349
2025-01-02 09:28:00,149.554,149.61,149.471,149.557,169
2025-01-02 09:29:00,149.687,149.697,149.597,149.649,414
2025-01-02 09:30:00,149.711,149.771,149.594,149.69,113
2025-01-02 09:31:00,149.708,149.756,149.631,149.718,286
2025-01-02 09:32:00,149.821,149.872,149.692,149.782,293
2025-01-02 09:33:00,149.736,149.799,149.665,149.74,166
2025-01-02 09:34:00,149.779,149.844,149.719,149.81,328
2025-01-02 09:35:00,149.851,149.913,149.789,149.827,491
2025-01-02 09:36:00,149.904,149.969,149.814,149.867,172
2025-01-02 09:37:00,149.84,149.934,149.733,149.811,422
2025-01-02 09:38:00,149.73,149.838,149.714,149.767,479
2025-01-02 09:39:00,149.665,149.714,149.613,149.657,459
2025-01-02 09:40:00,149.75,149.768,149.663,149.752,189
2025-01-02 09:41:00,149.769,149.846,149.683,149.816,71
2025-01-02 09:42:00,149.814,149.83,149.772,149.803,58
2025-01-02 09:43:00,149.888,150.02,149.829,149.929,142
2025-01-02 09:44:00,149.933,149.963,149.847,149.92,83
2025-01-02 09:45:00,149.997,150.072,149.955,150.011,405
2025-01-02 09:46:00,149.957,150.061,149.919,149.972,245
2025-01-02 09:47:00,149.899,149.953,149.872,149.923,332
2025-01-02 09:48:00,149.931,149.964,149.918,149.937,437
2025-01-02 09:49:00,149.887,149.916,149.792,149.902,85
2025-01-02 09:50:00,149.927,150.017,149.879,149.927,339
2025-01-02 09:51:00,149.823,149.915,149.771,149.838,353
2025-01-02 09:52:00,149.912,149.942,149.796,149.875,323
2025-01-02 09:53:00,149.937,150.064,149.854,149.976,316
2025-01-02 09:54:00,149.913,149.969,149.842,149.883,436
2025-01-02 09:55:00,149.966,150.093,149.956,150.009,140
2025-01-02 09:56:00,149.979,150.002,149.926,149.968,92
2025-01-02 09:57:00,150.016,150.031,149.898,149.979,308
2025-01-02 09:58:00,149.927,149.99,149.881,149.893,420
2025-01-02 09:59:00,149.88,149.922,149.831,149.881,108
2025-01-02 10:00:00,149.925,149.963,149.846,149.93,233
2025-01-02 10:01:00,149.885,149.958,149.827,149.918,116
2025-01-02 10:02:00,149.941,150.045,149.88,149.962,264
2025-01-02 10:03:00,150.006,150.057,149.898,149.981,411
2025-01-02 10:04:00,150.063,150.093,149.917,150.008,210
2025-01-02 10:05:00,149.971,150.001,149.899,149.969,349
2025-01-02 10:06:00,149.953,149.98,149.867,149.945,271
2025-01-02 10:07:00,149.886,149.944,149.84,149.885,335
2025-01-02 10:08:00,149.917,150.001,149.794,149.844,122
2025-01-02 10:09:00,149.849,149.945,149.735,149.823,463
2025-01-02 10:10:00,149.861,149.877,149.738,149.836,426
2025-01-02 10:11:00,149.827,149.862,149.756,149.821,101
2025-01-02 10:12:00,149.861,149.968,149.837,149.876,60
2025-01-02 10:13:00,149.815,149.897,149.75,149.826,96
2025-01-02 10:14:00,149.841,149.893,149.779,149.815,174
2025-01-02 10:15:00,149.797,149.863,149.785,149.819,174
2025-01-02 10:16:00,149.853,149.908,149.805,149.868,242
2025-01-02 10:17:00,149.821,149.865,149.735,149.825,432
2025-01-02 10:18:00,149.631,149.764,149.55,149.685,154
2025-01-02 10:19:00,149.716,149.738,149.657,149.701,262
2025-01-02 10:20:00,149.692,149.775,149.638,149.694,410
2025-01-02 10:21:00,149.748,149.793,149.69,149.723,66
2025-01-02 10:22:00,149.781,149.882,149.704,149.785,51
2025-01-02 10:23:00,149.799,149.87,149.776,149.822,332
2025-01-02 10:24:00,149.854,149.951,149.762,149.834,311
2025-01-02 10:25:00,149.746,149.777,149.659,149.751,229
2025-01-02 10:26:00,149.84,149.88,149.81,149.839,149
2025-01-02 10:27:00,149.831,149.922,149.745,149.841,152
2025-01-02 10:28:00,149.837,149.936,149.81,149.834,462
2025-01-02 10:29:00,149.857,149.885,149.816,149.833,497
2025-01-02 10:30:00,149.81,149.839,149.753,149.808,219
2025-01-02 10:31:00,149.799,149.836,149.717,149.797,342
2025-01-02 10:32:00,149.837,149.875,149.75,149.838,227
