timestamp,open,high,low,close,volume
2025-01-02 09:00:00,162.084,162.262,161.844,162.0,496
2025-01-02 09:05:00,162.06,162.116,161.918,162.046,53
2025-01-02 09:10:00,162.019,162.151,161.996,162.035,423
2025-01-02 09:15:00,162.045,162.096,161.876,162.033,114
2025-01-02 09:20:00,161.933,162.005,161.767,161.957,195
2025-01-02 09:25:00,162.062,162.218,161.89,161.952,361
2025-01-02 09:30:00,161.979,162.213,161.895,162.069,497
2025-01-02 09:35:00,162.158,162.3,162.097,162.21,208
2025-01-02 09:40:00,162.277,162.468,162.11,162.239,425
2025-01-02 09:45:00,162.39,162.502,162.25,162.328,361
2025-01-02 09:50:00,162.455,162.581,162.196,162.388,155
2025-01-02 09:55:00,162.492,162.603,162.313,162.534,303
2025-01-02 10:00:00,162.519,162.569,162.388,162.465,321
2025-01-02 10:05:00,162.37,162.464,162.304,162.379,120
2025-01-02 10:10:00,162.197,162.289,162.053,162.268,204
2025-01-02 10:15:00,162.319,162.379,162.104,162.296,156
2025-01-02 10:20:00,162.223,162.384,162.032,162.227,176
2025-01-02 10:25:00,162.082,162.227,162.025,162.052,296
2025-01-02 10:30:00,162.089,162.249,161.938,162.082,90
2025-01-02 10:35:00,162.052,162.247,161.978,162.122,450
2025-01-02 10:40:00,162.348,162.528,162.247,162.322,213
2025-01-02 10:45:00,162.252,162.342,162.231,162.294,326
2025-01-02 10:50:00,162.22,162.274,162.05,162.2,289
2025-01-02 10:55:00,162.162,162.264,161.989,162.193,470
2025-01-02 11:00:00,162.216,162.333,162.052,162.23,68
2025-01-02 11:05:00,162.071,162.196,162.052,162.098,368
2025-01-02 11:10:00,162.057,162.167,161.87,162.048,430
2025-01-02 11:15:00,162.12,162.297,162.03,162.098,413
2025-01-02 11:20:00,162.251,162.342,161.985,162.14,181
2025-01-02 11:25:00,162.481,162.686,162.394,162.515,240
2025-01-02 11:30:00,162.557,162.716,162.544,162.631,430
2025-01-02 11:35:00,162.475,162.69,162.34,162.539,148
2025-01-02 11:40:00,162.575,162.642,162.493,162.558,245
2025-01-02 11:45:00,162.746,162.849,162.715,162.741,208
2025-01-02 11:50:00,162.823,162.849,162.653,162.777,300
2025-01-02 11:55:00,162.798,162.884,162.715,162.832,145
2025-01-02 12:00:00,162.773,162.874,162.693,162.78,136
2025-01-02 12:05:00,162.809,162.898,162.668,162.794,295
2025-01-02 12:10:00,162.791,162.973,162.67,162.809,428
2025-01-02 12:15:00,162.92,163.043,162.723,162.837,126
2025-01-02 12:20:00,162.838,163.03,162.76,162.806,261
2025-01-02 12:25:00,162.763,162.791,162.661,162.775,305
2025-01-02 12:30:00,162.714,162.972,162.572,162.799,474
2025-01-02 12:35:00,163.017,163.065,162.875,162.918,371
2025-01-02 12:40:00,162.764,162.93,162.653,162.737,386
2025-01-02 12:45:00,162.65,162.784,162.469,162.653,355
2025-01-02 12:50:00,162.76,162.942,162.645,162.759,490
2025-01-02 12:55:00,162.949,163.06,162.76,162.821,313
2025-01-02 13:00:00,162.803,162.82,162.586,162.783,477
2025-01-02 13:05:00,162.644,162.78,162.471,162.693,293
2025-01-02 13:10:00,162.802,162.98,162.728,162.779,457
2025-01-02 13:15:00,162.821,162.993,162.655,162.762,459
2025-01-02 13:20:00,162.684,162.847,162.484,162.697,215
2025-01-02 13:25:00,162.52,162.657,162.337,162.54,431
2025-01-02 13:30:00,162.667,162.839,162.476,162.61,140
2025-01-02 13:35:00,162.364,162.479,162.174,162.382,482
2025-01-02 13:40:00,162.218,162.331,162.094,162.318,245
2025-01-02 13:45:00,162.212,162.409,162.103,162.228,125
2025-01-02 13:50:00,162.147,162.342,162.044,162.181,478
2025-01-02 13:55:00,162.254,162.445,162.234,162.263,184
2025-01-02 14:00:00,162.275,162.34,162.159,162.264,479
2025-01-02 14:05:00,162.127,162.182,162.006,162.101,265
2025-01-02 14:10:00,162.149,162.402,161.962,162.204,496
2025-01-02 14:15:00,162.206,162.294,162.193,162.208,238
2025-01-02 14:20:00,162.428,162.627,162.235,162.406,495
2025-01-02 14:25:00,162.445,162.583,162.434,162.519,273
2025-01-02 14:30:00,162.56,162.71,162.523,162.546,498
2025-01-02 14:35:00,162.394,162.519,162.24,162.421,186
2025-01-02 14:40:00,162.585,162.656,162.429,162.539,57
2025-01-02 14:45:00,162.492,162.6,162.383,162.559,353
2025-01-02 14:50:00,162.462,162.639,162.339,162.417,299
2025-01-02 14:55:00,162.402,162.513,162.37,162.438,73
2025-01-02 15:00:00,162.311,162.501,162.297,162.316,464
2025-01-02 15:05:00,162.213,162.289,162.16,162.26,94
2025-01-02 15:10:00,162.128,162.148,162.09,162.119,285
2025-01-02 15:15:00,162.122,162.222,162.105,162.156,80
2025-01-02 15:20:00,162.138,162.156,161.91,162.068,332
2025-01-02 15:25:00,162.094,162.173,162.063,162.092,294
2025-01-02 15:30:00,162.059,162.191,161.971,162.105,212
2025-01-02 15:35:00,162.157,162.339,162.046,162.162,139
2025-01-02 15:40:00,162.259,162.427,162.104,162.274,238
2025-01-02 15:45:00,162.333,162.345,162.166,162.33,446
2025-01-02 15:50:00,162.305,162.423,162.24,162.325,396
2025-01-02 15:55:00,162.347,162.37,162.094,162.254,204
2025-01-02 16:00:00,162.027,162.145,161.955,162.014,415
2025-01-02 16:05:00,162.036,162.176,161.859,162.0,152
2025-01-02 16:10:00,161.926,162.055,161.777,162.025,407
2025-01-02 16:15:00,162.093,162.161,161.906,162.138,395
2025-01-02 16:20:00,162.182,162.34,162.123,162.177,358
2025-01-02 16:25:00,162.106,162.215,161.954,162.044,365
2025-01-02 16:30:00,161.964,162.128,161.768,161.913,346
2025-01-02 16:35:00,161.786,161.906,161.681,161.856,125
2025-01-02 16:40:00,161.814,161.914,161.736,161.803,499
2025-01-02 16:45:00,161.74,161.911,161.675,161.732,476
2025-01-02 16:50:00,161.79,161.975,161.62,161.762,358
2025-01-02 16:55:00,161.987,162.029,161.79,161.912,168
2025-01-02 17:00:00,162.084,162.195,161.974,162.074,464
2025-01-02 17:05:00,161.988,162.153,161.942,161.977,182
2025-01-02 17:10:00,161.852,162.019,161.702,161.851,163
2025-01-02 17:15:00,161.749,161.844,161.57,161.749,300
2025-01-02 17:20:00,162.016,162.121,161.854,162.034,443
2025-01-02 17:25:00,161.893,161.994,161.84,161.891,372
2025-01-02 17:30:00,161.747,161.917,161.655,161.718,292
2025-01-02 17:35:00,161.569,161.673,161.488,161.604,109
2025-01-02 17:40:00,161.647,161.814,161.624,161.744,106
2025-01-02 17:45:00,161.727,161.84,161.605,161.795,214
2025-01-02 17:50:00,161.599,161.74,161.482,161.635,490
2025-01-02 17:55:00,161.442,161.599,161.286,161.449,491
2025-01-02 18:00:00,161.513,161.557,161.434,161.445,150
2025-01-02 18:05:00,161.447,161.64,161.306,161.456,112
2025-01-02 18:10:00,161.508,161.557,161.433,161.479,50
2025-01-02 18:15:00,161.556,161.685,161.456,161.489,388
2025-01-02 18:20:00,161.572,161.767,161.435,161.603,125
2025-01-02 18:25:00,161.708,161.816,161.657,161.699,255
2025-01-02 18:30:00,161.797,161.951,161.692,161.803,210
2025-01-02 18:35:00,161.919,162.089,161.725,161.862,120
2025-01-02 18:40:00,161.868,161.953,161.801,161.883,346
2025-01-02 18:45:00,162.003,162.191,161.85,161.917,410
2025-01-02 18:50:00,161.794,161.952,161.755,161.804,486
2025-01-02 18:55:00,161.845,161.989,161.73,161.762,398
2025-01-02 19:00:00,161.728,161.92,161.654,161.738,454
2025-01-02 19:05:00,161.775,161.978,161.643,161.804,356
2025-01-02 19:10:00,161.877,161.993,161.739,161.887,173
2025-01-02 19:15:00,161.973,162.125,161.781,161.925,455
2025-01-02 19:20:00,162.074,162.155,161.975,162.0,254
2025-01-02 19:25:00,161.867,162.011,161.756,161.923,128
2025-01-02 19:30:00,161.917,162.071,161.859,161.88,466
2025-01-02 19:35:00,161.726,161.805,161.587,161.768,278
2025-01-02 19:40:00,161.654,161.68,161.559,161.597,229
2025-01-02 19:45:00,161.526,161.64,161.36,161.5,115
2025-01-02 19:50:00,161.561,161.601,161.372,161.529,242
2025-01-02 19:55:00,161.643,161.705,161.477,161.612,389
2025-01-02 20:00:00,161.55,161.66,161.393,161.534,177
2025-01-02 20:05:00,161.516,161.646,161.406,161.55,326
2025-01-02 20:10:00,161.82,161.982,161.57,161.735,346
2025-01-02 20:15:00,161.849,161.972,161.662,161.868,446
2025-01-02 20:20:00,161.662,161.843,161.488,161.776,233
