rank,pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,strategy_name,symbol,timeframe
821,0.0,0.0,0.47,0.0,-0.47,1020.0,1,rsi_reversal_ede9ff40,GBPJPY,M1
822,0.0,0.0,0.3,0.0,-0.3,600.0,1,rsi_reversal_e47d038f,GBPJPY,M1
823,0.0,0.0,1.01,0.0,-1.01,480.0,2,rsi_reversal_03ce1c28,USDJPY,M1
824,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_0adcc5af,GBPJPY,M1
825,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_0ae7fef9,USDJPY,M5
826,0.0,0.0,0.47,0.0,-0.47,1200.0,1,atr_break_386a6412,USDJPY,M5
827,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_792eae57,USDJPY,M5
828,0.0,0.4,53.6,0.05,-53.6,353.3,250,momentum_5a6bc941,GBPJPY,M1
829,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_792eae57,USDJPY,M1
830,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_dd927fc3,USDJPY,M1
831,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_fddc5ccf,USDJPY,M1
832,0.0,0.0,34.22,0.03,-34.22,562.2,154,donchian_break_c367b371,USDJPY,M1
833,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_4d796c6b,EURJPY,M5
834,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_9ceb6cfe,EURJPY,M5
835,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_0adcc5af,EURJPY,M5
836,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_0ae7fef9,EURJPY,M5
837,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_a73f69c6,USDJPY,M5
838,0.0,0.0,2.22,0.0,-2.23,1466.7,9,rsi_reversal_2673622a,USDJPY,M5
839,0.0,0.0,0.21,0.0,-0.21,1650.0,2,bb_break_93eb63af,EURJPY,M5
840,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_ede9ff40,EURJPY,M1
841,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_c6dfb46a,EURJPY,M1
842,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_e47d038f,EURJPY,M1
843,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_fddc5ccf,USDJPY,M5
844,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_dd927fc3,USDJPY,M5
845,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_0adcc5af,USDJPY,M5
846,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_386a6412,GBPJPY,M1
847,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_dd927fc3,GBPJPY,M1
848,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_792eae57,GBPJPY,M1
849,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_0ae7fef9,GBPJPY,M1
850,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_4d796c6b,EURJPY,M1
851,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_a845f8f7,EURJPY,M1
852,0.0,0.0,2.01,0.0,-2.01,780.0,10,bb_bounce_10cf0c5d,EURJPY,M1
853,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_c6dfb46a,GBPJPY,M5
854,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_a845f8f7,GBPJPY,M5
855,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_ede9ff40,GBPJPY,M5
856,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_dc42794d,GBPJPY,M5
857,0.0,0.0,1.0,0.0,-1.0,1002.9,7,bb_bounce_10cf0c5d,USDJPY,M1
858,0.0,0.0,12.9,0.01,-12.9,140.7,55,ema_cross_b02e045d,EURJPY,M1
859,0.0,0.0,4.58,0.0,-4.58,264.5,22,rsi_reversal_2673622a,EURJPY,M1
860,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_e47d038f,GBPJPY,M5
861,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_a73f69c6,EURJPY,M1
862,0.0,0.0,14.93,0.01,-14.93,512.3,65,ema_cross_b02e045d,USDJPY,M5
863,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_ea79811e,GBPJPY,M5
864,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_f39ae529,GBPJPY,M5
865,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_fddc5ccf,GBPJPY,M1
866,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_4d796c6b,GBPJPY,M5
867,0.0,0.0,34.79,0.03,-34.79,373.4,152,momentum_3c40121e,USDJPY,M1
868,0.0,0.0,0.12,0.0,-0.12,360.0,1,bb_break_93eb63af,EURJPY,M1
869,0.0,0.0,1.01,0.0,-1.01,480.0,2,rsi_reversal_ea79811e,USDJPY,M1
870,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_a73f69c6,USDJPY,M1
871,0.0,0.0,5.57,0.01,-5.57,313.6,22,rsi_reversal_2673622a,USDJPY,M1
872,0.0,0.0,11.91,0.01,-11.91,261.8,55,ema_cross_b02e045d,USDJPY,M1
873,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_ede9ff40,USDJPY,M5
874,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_a73f69c6,GBPJPY,M1
875,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_e47d038f,USDJPY,M5
876,0.0,0.0,1.01,0.0,-1.01,480.0,2,rsi_reversal_f39ae529,USDJPY,M1
877,0.0,0.0,0.5,0.0,-0.5,1080.0,1,rsi_reversal_f39ae529,GBPJPY,M1
878,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_a73f69c6,EURJPY,M5
879,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_f39ae529,EURJPY,M5
880,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_ea79811e,EURJPY,M5
881,0.0,0.0,12.87,0.01,-12.87,123.1,58,ema_cross_b02e045d,GBPJPY,M1
882,0.0,0.0,1.25,0.0,-1.25,780.0,5,rsi_reversal_2673622a,EURJPY,M5
883,0.0,0.0,0.5,0.0,-0.5,1080.0,1,rsi_reversal_ea79811e,GBPJPY,M1
884,0.0,0.0,0.48,0.0,-0.48,4800.0,1,rsi_reversal_dc42794d,USDJPY,M5
885,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_a73f69c6,GBPJPY,M5
886,0.0,0.0,4.05,0.0,-4.05,586.4,22,rsi_reversal_2673622a,GBPJPY,M5
887,0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_03ce1c28,EURJPY,M5
888,0.0,0.0,0.0,0.0,0.0,0.0,0,bb_break_93eb63af,USDJPY,M1
889,0.0,0.0,0.52,0.0,-0.52,600.0,1,rsi_reversal_c6dfb46a,USDJPY,M1
890,0.0,0.0,1.62,0.0,-1.62,940.0,3,rsi_reversal_dc42794d,USDJPY,M1
891,0.0,0.0,1.0,0.0,-1.0,300.0,3,rsi_reversal_e47d038f,USDJPY,M1
892,0.0,0.0,0.52,0.0,-0.52,600.0,1,rsi_reversal_ede9ff40,USDJPY,M1
893,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_fddc5ccf,EURJPY,M1
894,0.0,0.0,1.85,0.0,-1.85,720.0,4,rsi_reversal_f838aad6,USDJPY,M1
895,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_dd927fc3,EURJPY,M1
896,0.0,0.0,0.0,0.0,0.0,0.0,0,bb_break_93eb63af,USDJPY,M5
897,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_792eae57,EURJPY,M1
898,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_386a6412,EURJPY,M1
899,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_0ae7fef9,EURJPY,M1
900,0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_0adcc5af,EURJPY,M1
