datetime,open,high,low,close,volume
2023-01-01 00:00:00+00:00,0.350983839661142,0.3512602867498975,0.35007332716952744,0.350983839661142,75970915.89291699
2023-01-01 01:00:00+00:00,0.350983839661142,0.3519064820293722,0.3477220215809735,0.35087459133065385,54486152.29308978
2023-01-01 02:00:00+00:00,0.35087459133065385,0.35197559940330914,0.3493950114337862,0.349805965199026,78276683.88912907
2023-01-01 03:00:00+00:00,0.349805965199026,0.35315450103863416,0.34918431310208903,0.3526861979482945,98028200.31289026
2023-01-01 04:00:00+00:00,0.3526861979482945,0.3535897837640567,0.350438823289257,0.35051148030909635,101744571.36614192
2023-01-01 05:00:00+00:00,0.35051148030909635,0.352659536250677,0.34963230021792974,0.3516081409813788,85168666.19113246
2023-01-01 06:00:00+00:00,0.3516081409813788,0.35261299680772756,0.34980541484009464,0.3509314593433773,61399210.52710069
2023-01-01 07:00:00+00:00,0.3509314593433773,0.35546701568678923,0.35014704506891287,0.3530589417217866,92527538.8128646
2023-01-01 08:00:00+00:00,0.3530589417217866,0.35427396002848327,0.35138553821156976,0.3534997865950276,69706469.08381727
2023-01-01 09:00:00+00:00,0.3534997865950276,0.35613366475469693,0.3533599067104234,0.3534705136869652,53330773.26697219
2023-01-01 10:00:00+00:00,0.3534705136869652,0.35433243832979866,0.352876288254337,0.3540671434544961,58952274.61484165
2023-01-01 11:00:00+00:00,0.3540671434544961,0.35783406435287324,0.35286295685543995,0.3570590415502386,108168556.19355562
2023-01-01 12:00:00+00:00,0.3570590415502386,0.3574606062021338,0.35469071242256667,0.35490317482550177,80432204.63538113
2023-01-01 13:00:00+00:00,0.35490317482550177,0.3600214398893283,0.35262423889697453,0.3595089182542571,121916821.14780122
2023-01-01 14:00:00+00:00,0.3595089182542571,0.3645649897780075,0.3580655065751417,0.36335678193249993,126459944.54885195
2023-01-01 15:00:00+00:00,0.36335678193249993,0.36385627963900485,0.36099096393740904,0.36285712745458276,68736755.50369015
2023-01-01 16:00:00+00:00,0.36285712745458276,0.36422314469638295,0.3605363129252026,0.3624509467092048,71776769.74933594
2023-01-01 17:00:00+00:00,0.3624509467092048,0.3663966086335657,0.3602003765443888,0.364411714583735,80159059.71152684
2023-01-01 18:00:00+00:00,0.364411714583735,0.3676464490741339,0.36208002826181995,0.36700143072378677,103125875.86761507
